index,exec_time_us,loop_time_us,adc_time_us,heater_time_us,temp_get_time_us,e2e_time_us,free_heap,cpu_core0,cpu_core1,cpu_overall,temp_mutex_wait,metrics_mutex_wait
410,,10000,67,,32,,100592,0.83,25.72,13.28,4,4
411,,10000,67,,32,,100592,1.25,25.92,13.58,4,4
412,,10000,67,,32,,100592,1.67,25.72,13.70,4,5
413,,10761,82,,32,,100592,0.83,25.69,13.26,4,4
414,,9240,73,,33,,100592,0.83,25.71,13.27,4,4
415,,9999,67,,31,,100592,0.83,25.71,13.27,4,4
416,,10000,67,,32,,100592,1.25,25.92,13.59,4,4
417,,10000,67,,32,,100592,1.67,25.70,13.69,4,5
418,,10000,67,,32,,100592,0.83,25.71,13.27,4,5
419,,10761,67,,32,,100592,0.83,25.72,13.28,4,5
420,,9240,67,,33,,100592,0.83,25.71,13.27,4,4
421,,9999,67,,31,,100592,1.25,25.94,13.60,4,5
422,,10000,67,,32,,100592,1.67,25.73,13.70,4,5
423,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
424,,10000,91,,32,,100592,0.83,25.72,13.28,5,5
425,,10760,73,,32,,100592,0.83,25.72,13.28,4,4
426,,9241,67,,34,,100592,1.26,25.92,13.59,4,5
427,,9999,67,,31,,100592,1.67,25.71,13.69,4,5
428,,10000,67,,32,,100592,0.83,25.71,13.27,4,5
429,,10000,67,,32,,100592,0.83,25.70,13.27,4,4
430,,10000,67,,32,,100592,0.83,25.69,13.26,4,5
431,,10760,67,,32,,100592,1.25,25.91,13.58,4,5
432,,9241,67,,33,,100592,1.67,25.71,13.69,4,4
433,,9999,67,,31,,100592,0.83,25.72,13.28,4,5
434,,10000,67,,32,,100592,0.83,25.70,13.27,4,4
