index, exec_time_us, loop_time_us, adc_time_us, heater_time_us, temp_get_time_us, e2e_time_us, free_heap, cpu_core0, cpu_core1, cpu_overall, temp_mutex_wait, metrics_mutex_wait
  269,             ,         9999,          83,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  270,             ,        10000,          83,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  271,             ,        10000,          83,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  272,             ,        10000,          83,               ,               59,            ,     85588,      1.72,     27.91,       14.82,               8,                 20
  273,             ,        10793,          83,               ,               59,            ,     85588,      2.86,     27.76,       15.31,               8,                 20
  274,             ,         9208,          83,               ,               73,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  275,             ,         9999,          83,               ,               59,            ,     85588,      1.42,     27.76,       14.59,               8,                 20
  276,             ,        10000,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  277,             ,        10000,          83,               ,               59,            ,     85588,      1.73,     27.91,       14.82,               8,                 20
  278,             ,        10000,         101,               ,               59,            ,     85588,      2.86,     27.77,       15.31,               8,                 20
